DNS,ip_address,Latitude,Longitude,Country
webmail.farmex.com.bd,38.101.149.233,40.5247,-111.8638,US
www.farmex.com.bd,38.101.149.233,40.5247,-111.8638,US
www.webmail.farmex.com.bd,38.101.149.233,40.5247,-111.8638,US
icc.com.bd,103.41.213.42,23.7018,90.3742,BD
www.icc.com.bd,103.41.213.42,23.7018,90.3742,BD
profmohammadali.com.bd,5.9.153.8,50.4777,12.3649,DE
buynow.com.bd,89.116.134.182,19.0748,72.8856,IN
www.fairandlovely.com.bd,96.17.39.162,33.7485,-84.3871,US
daraz.com.bd,47.246.167.152,1.3673,103.8014,SG
aspc.com.bd,103.187.22.74,23.7018,90.3742,BD
www.aspc.com.bd,103.187.22.74,23.7018,90.3742,BD
pathway.com.bd,68.65.121.150,40.3912,-77.8701,US
www.pathway.com.bd,68.65.121.150,40.3912,-77.8701,US
pod.com.bd,68.65.121.150,40.3912,-77.8701,US
www.pod.com.bd,68.65.121.150,40.3912,-77.8701,US
www.kaz.com.bd,198.49.23.144,37.751,-97.822,US
results.com.bd,147.79.79.160,42.3562,-71.0631,US
ait.com.bd,123.49.12.133,23.7018,90.3742,BD
www.ait.com.bd,123.49.12.133,23.7018,90.3742,BD
dialin.robi.com.bd,202.134.12.68,23.7427,90.4248,BD
fepool1.robi.com.bd,202.134.12.68,23.7427,90.4248,BD
meet.robi.com.bd,202.134.12.69,23.7427,90.4248,BD
realestates.com.bd,64.188.2.199,33.956,-118.3887,US
hifi.com.bd,68.66.226.110,37.751,-97.822,US
scholarship.dipti.com.bd,203.190.11.3,23.7908,90.4109,BD
allmarket.com.bd,80.65.208.238,19.0748,72.8856,IN
jbdit.com.bd,63.250.47.229,37.751,-97.822,US
venture.com.bd,203.190.11.3,23.7908,90.4109,BD
www.venture.com.bd,203.190.11.3,23.7908,90.4109,BD
blog.venture.com.bd,203.190.11.3,23.7908,90.4109,BD
tos.com.bd,103.174.152.232,23.7018,90.3742,BD
callcenter.com.bd,64.188.2.224,33.956,-118.3887,US
daffodil.com.bd,203.190.10.99,23.7908,90.4109,BD
www.daffodil.com.bd,203.190.10.99,23.7908,90.4109,BD
bd.daffodil.com.bd,203.190.11.3,23.7908,90.4109,BD
dipti.com.bd,203.190.11.3,23.7908,90.4109,BD
www.dipti.com.bd,203.190.11.3,23.7908,90.4109,BD
ise.com.bd,172.106.163.151,32.7797,-96.8022,US
mib.com.bd,192.110.160.67,33.4168,-112.0268,US
mcq.com.bd,91.108.107.166,19.0748,72.8856,IN
www.mcq.com.bd,91.108.107.166,19.0748,72.8856,IN
unitedfinance.com.bd,192.186.223.65,37.751,-97.822,US
www.unitedfinance.com.bd,192.186.223.65,37.751,-97.822,US
www.regus.com.bd,45.60.196.10,37.751,-97.822,US
server27.greenweb.com.bd,139.99.113.92,1.2868,103.8503,SG
emart.com.bd,103.133.142.57,23.7731,90.3657,BD
betterlife.com.bd,198.54.116.159,37.751,-97.822,US
www.betterlife.com.bd,198.54.116.159,37.751,-97.822,US
mail.teletalk.com.bd,103.230.107.245,23.7004,90.4287,BD
staging.starthealthystayhealthy.com.bd,216.255.78.165,37.751,-97.822,US
ib.primebank.com.bd,122.144.14.125,23.7018,90.3742,BD
www.nccbank.com.bd,66.226.74.252,37.751,-97.822,US
www.thecitybank.com.bd,123.49.12.133,23.7018,90.3742,BD
ar.com.bd,103.169.160.181,23.7018,90.3742,BD
www.itbazaar.com.bd,167.71.213.14,1.3078,103.6818,SG
bdbl.com.bd,159.13.21.220,23.8483,90.4082,BD
bdcloud.com.bd,103.163.247.40,23.7018,90.3742,BD
security.com.bd,65.21.170.252,60.1797,24.9344,FI
www.security.com.bd,65.21.170.252,60.1797,24.9344,FI
sbit.com.bd,144.76.42.188,50.4777,12.3649,DE
www.sbit.com.bd,144.76.42.188,50.4777,12.3649,DE
amarit.com.bd,38.46.221.191,40.5247,-111.8638,US
smengineering.com.bd,38.46.221.191,40.5247,-111.8638,US
www.smengineering.com.bd,38.46.221.191,40.5247,-111.8638,US
fastcloud.com.bd,123.49.12.133,23.7018,90.3742,BD
arcom.com.bd,103.169.160.181,23.7018,90.3742,BD
kk.com.bd,85.187.128.57,1.2868,103.8503,SG
itworld.com.bd,103.138.150.37,23.7018,90.3742,BD
www.itworld.com.bd,103.138.150.37,23.7018,90.3742,BD
saengineering.com.bd,162.241.24.218,37.751,-97.822,US
www.saengineering.com.bd,162.241.24.218,37.751,-97.822,US
ags.com.bd,66.85.147.27,33.4475,-112.0866,US
www.ags.com.bd,66.85.147.27,33.4475,-112.0866,US
dorkari.com.bd,139.59.95.224,12.9634,77.5855,IN
www.dorkari.com.bd,139.59.95.224,12.9634,77.5855,IN
www.americanexpress.com.bd,67.227.234.56,37.751,-97.822,US
comfort.com.bd,103.191.178.40,23.7018,90.3742,BD
autodiscover.hams.com.bd,103.140.95.187,23.7018,90.3742,BD
hams.com.bd,103.140.94.50,23.7018,90.3742,BD
mail.hams.com.bd,103.140.95.20,23.7018,90.3742,BD
www.hams.com.bd,103.140.94.50,23.7018,90.3742,BD
www.4dsolution.com.bd,77.79.239.202,52.2296,21.0067,PL
exin.com.bd,103.29.180.82,23.7018,90.3742,BD
m.freelancer.com.bd,23.79.188.196,33.9521,-84.5475,US
blueline.com.bd,123.49.12.133,23.7018,90.3742,BD
meghdoot.com.bd,139.59.96.202,1.3078,103.6818,SG
century.com.bd,123.49.12.133,23.7018,90.3742,BD
www.century.com.bd,123.49.12.133,23.7018,90.3742,BD
www.hsbc.com.bd,184.26.137.8,33.7485,-84.3871,US
*.emarket.com.bd,50.87.144.147,37.751,-97.822,US
emarket.com.bd,50.87.144.147,37.751,-97.822,US
autodiscover.primebank.com.bd,103.118.0.45,23.7018,90.3742,BD
webmail.primebank.com.bd,103.118.0.45,23.7018,90.3742,BD
gng.com.bd,74.48.32.66,34.0544,-118.2441,US
www.gng.com.bd,74.48.32.66,34.0544,-118.2441,US
toa.com.bd,208.113.191.146,37.751,-97.822,US
www.toa.com.bd,208.113.191.146,37.751,-97.822,US
olefins.com.bd,103.187.22.30,23.7018,90.3742,BD
www.olefins.com.bd,103.187.22.30,23.7018,90.3742,BD
consiglieri.com.bd,23.239.109.118,37.751,-97.822,US
www.consiglieri.com.bd,23.239.109.118,37.751,-97.822,US
athena.com.bd,159.223.86.211,1.3078,103.6818,SG
cpanel.intercloud.com.bd,163.53.149.2,23.7018,90.3742,BD
garmentjobs.com.bd,103.113.152.124,23.7018,90.3742,BD
cis.com.bd,198.252.98.42,34.0544,-118.244,US
www.cis.com.bd,198.252.98.42,34.0544,-118.244,US
musafir.com.bd,192.250.235.21,1.2868,103.8503,SG
www.musafir.com.bd,192.250.235.21,1.2868,103.8503,SG
actualfashionbdltd.com.bd,38.101.149.233,40.5247,-111.8638,US
www.actualfashionbdltd.com.bd,38.101.149.233,40.5247,-111.8638,US
www.surfexcel.com.bd,96.17.33.125,33.7485,-84.3871,US
sci.com.bd,192.254.233.248,37.751,-97.822,US
www.sci.com.bd,192.254.233.248,37.751,-97.822,US
gisc.com.bd,123.49.12.133,23.7018,90.3742,BD
www.gisc.com.bd,123.49.12.133,23.7018,90.3742,BD
mail.renaissance.com.bd,103.30.188.12,23.7018,90.3742,BD
bdkor.com.bd,103.138.151.26,23.7018,90.3742,BD
www.bdkor.com.bd,103.138.151.26,23.7018,90.3742,BD
errorlab.com.bd,195.179.236.220,33.4475,-112.0866,US
www.errorlab.com.bd,195.179.236.220,33.4475,-112.0866,US
nazmul.com.bd,151.101.65.195,37.7642,-122.3993,US
www.nazmul.com.bd,151.101.65.195,37.7642,-122.3993,US
code.mig.kaz.com.bd,128.199.164.255,1.3078,103.6818,SG
keal.com.bd,170.10.162.86,37.751,-97.822,US
www.keal.com.bd,170.10.162.86,37.751,-97.822,US
companyregister.com.bd,217.65.97.71,46.9713,18.9458,HU
stage.babel.kaz.com.bd,45.55.251.204,40.8364,-74.1403,US
talk2.babel.kaz.com.bd,45.55.251.204,40.8364,-74.1403,US
beaconpharma.com.bd,51.79.181.68,1.2868,103.8503,SG
unisongroup.com.bd,103.244.115.2,22.2578,114.1657,HK
www.unisongroup.com.bd,103.244.115.2,22.2578,114.1657,HK
gari.com.bd,115.187.18.74,23.7018,90.3742,BD
www.gari.com.bd,115.187.18.74,23.7018,90.3742,BD
email.shaheenfood.com.bd,216.98.11.228,38.581,-121.4939,US
syngenta.com.bd,165.160.15.20,37.751,-97.822,US
nahee.com.bd,202.4.96.3,23.7908,90.4109,BD
www.nahee.com.bd,202.4.96.3,23.7908,90.4109,BD
bani.com.bd,139.162.167.93,50.1187,8.6842,DE
domainhosting.com.bd,46.250.236.241,1.3552,103.8859,SG
manpower.com.bd,64.188.2.223,33.956,-118.3887,US
network.com.bd,64.188.2.223,33.956,-118.3887,US
outsourcing.com.bd,64.188.2.223,33.956,-118.3887,US
payroll.com.bd,64.188.10.25,33.956,-118.3887,US
*.website.com.bd,64.188.2.227,33.956,-118.3887,US
website.com.bd,64.188.2.227,33.956,-118.3887,US
businessit.com.bd,85.187.128.57,1.2868,103.8503,SG
pizzaroma.com.bd,185.230.63.171,39.018,-77.539,US
www.zoomrentacar.com.bd,66.85.139.234,33.4475,-112.0866,US
zoomrentacar.com.bd,66.85.139.234,33.4475,-112.0866,US
core21.com.bd,160.153.128.35,52.3759,4.8975,NL
www.core21.com.bd,160.153.128.35,52.3759,4.8975,NL
viper.com.bd,103.174.152.18,23.7018,90.3742,BD
www.viper.com.bd,103.174.152.18,23.7018,90.3742,BD
suzuki.com.bd,202.40.176.98,23.746,90.382,BD
sujon.kotha.com.bd,210.4.64.57,23.7908,90.4109,BD
sohel.com.bd,88.198.100.137,50.4777,12.3649,DE
www.sohel.com.bd,88.198.100.137,50.4777,12.3649,DE
awesome.com.bd,46.250.238.4,1.3552,103.8859,SG
www.awesome.com.bd,46.250.238.4,1.3552,103.8859,SG
khanskitchen.com.bd,103.174.153.151,23.7018,90.3742,BD
secure.sunsilk.com.bd,96.17.43.57,33.7485,-84.3871,US
bgmart.com.bd,103.191.241.194,23.7018,90.3742,BD
www.bgmart.com.bd,103.191.241.194,23.7018,90.3742,BD
roohafza.com.bd,103.174.50.11,23.7018,90.3742,BD
www.roohafza.com.bd,103.174.50.11,23.7018,90.3742,BD
stage.unilever.com.bd,96.17.43.163,33.7485,-84.3871,US
www.unilever.com.bd,96.17.39.59,33.7485,-84.3871,US
myshop.com.bd,162.0.209.240,37.751,-97.822,US
www.myshop.com.bd,162.0.209.240,37.751,-97.822,US
net.daraz.com.bd,34.77.79.66,50.8534,4.347,BE
democenter.webhosting.com.bd,192.99.44.181,43.6319,-79.3716,CA
webhosting.com.bd,192.99.44.181,43.6319,-79.3716,CA
www.webhosting.com.bd,192.99.44.181,43.6319,-79.3716,CA
adminer.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
cheatcodesnow.ise.com.bd,172.106.163.146,32.7797,-96.8022,US
ci.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
git.ise.com.bd,172.106.163.150,32.7797,-96.8022,US
ise.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
laravel.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
rx-dev.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
rx.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
spartaevo.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
ssl.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
workwheelsusa.ise.com.bd,172.106.163.151,32.7797,-96.8022,US
ghoori.com.bd,103.239.252.240,23.7908,90.4109,BD
www.arcom.com.bd,103.169.160.181,23.7018,90.3742,BD
phonebill.btcl.com.bd,123.49.48.66,23.7731,90.3657,BD
banglaflix.com.bd,103.54.36.226,22.6953,89.7194,BD
www.banglaflix.com.bd,103.54.36.226,22.6953,89.7194,BD
pavilion.com.bd,158.69.118.135,45.5075,-73.5887,CA
www.pavilion.com.bd,158.69.118.135,45.5075,-73.5887,CA
eportal.rapid.com.bd,194.233.90.163,1.3552,103.8859,SG
nanolash.com.bd,54.38.67.123,51.4964,-0.1224,GB
log.kotha.com.bd,119.40.81.25,23.746,90.382,BD
mail.centro.com.bd,139.99.7.170,1.2868,103.8503,SG
www.centro.com.bd,139.99.7.170,1.2868,103.8503,SG
globalbrand.com.bd,103.204.130.213,37.751,-97.822,US
server1.pegasus.com.bd,185.151.30.171,51.4964,-0.1224,GB
www.server1.pegasus.com.bd,185.151.30.171,51.4964,-0.1224,GB
qmail.com.bd,103.63.234.103,23.7018,90.3742,BD
www.qmail.com.bd,103.63.234.103,23.7018,90.3742,BD
foodmart.com.bd,147.79.79.44,42.3562,-71.0631,US
www.foodmart.com.bd,147.79.72.243,42.3562,-71.0631,US
mail.sonalibank.com.bd,27.147.153.114,23.7086,90.4017,BD
cpanel.smile.com.bd,114.31.0.72,26.0268,88.9148,BD
host.getco.com.bd,67.225.161.45,37.751,-97.822,US
southeastbank.com.bd,103.226.122.11,23.7018,90.3742,BD
oblibanking.onebank.com.bd,103.97.44.26,23.7018,90.3742,BD
dsl.com.bd,36.255.68.72,23.7018,90.3742,BD
intercloud.com.bd,163.53.149.2,23.7018,90.3742,BD
autodiscover.hpl.com.bd,103.111.126.17,23.7018,90.3742,BD
hpl.com.bd,5.77.32.165,51.4964,-0.1224,GB
mail.hpl.com.bd,103.111.126.17,23.7018,90.3742,BD
www.hpl.com.bd,5.77.32.165,51.4964,-0.1224,GB
quickbuy.com.bd,123.49.12.133,23.7018,90.3742,BD
www.quickbuy.com.bd,123.49.12.133,23.7018,90.3742,BD
unionbank.com.bd,65.109.23.122,60.1797,24.9344,FI
www.unionbank.com.bd,65.109.23.122,60.1797,24.9344,FI
autodiscover.farr.com.bd,180.92.225.86,23.7272,90.4093,BD
ex01.farr.com.bd,180.92.225.85,23.7272,90.4093,BD
ex02.farr.com.bd,180.92.225.86,23.7272,90.4093,BD
farr.com.bd,66.96.144.190,37.751,-97.822,US
mail.farr.com.bd,180.92.225.85,23.7272,90.4093,BD
dokani.com.bd,192.145.236.227,37.751,-97.822,US
www.dokani.com.bd,192.145.236.227,37.751,-97.822,US
bdtax.com.bd,13.126.165.138,19.0748,72.8856,IN
www.bdtax.com.bd,43.205.25.242,19.0748,72.8856,IN
easy.com.bd,103.26.139.174,23.7018,90.3742,BD
www.easy.com.bd,103.26.139.174,23.7018,90.3742,BD
bdcomssl.bdcom.com.bd,103.16.74.131,23.7018,90.3742,BD
etunes.com.bd,144.76.92.241,50.4777,12.3649,DE
buymobile.com.bd,145.223.124.162,42.3562,-71.0631,US
www.buymobile.com.bd,88.223.87.129,42.3562,-71.0631,US
www.starofservice.com.bd,3.167.88.112,37.751,-97.822,US
primebank.com.bd,103.118.0.34,23.7018,90.3742,BD
ali.com.bd,176.9.109.10,50.4777,12.3649,DE
shopup.com.bd,34.100.154.231,19.0748,72.8856,IN
www.lamudi.com.bd,52.31.9.87,53.3379,-6.2591,IE
mobireach.com.bd,202.134.12.19,23.7427,90.4248,BD
www.mobireach.com.bd,202.134.12.19,23.7427,90.4248,BD
citypay.com.bd,103.29.105.148,23.7018,90.3742,BD
porjotok.com.bd,120.50.17.62,23.746,90.382,BD
cloud.robi.com.bd,203.202.242.74,23.7534,90.3722,BD
equinox.com.bd,66.235.200.145,37.751,-97.822,US
www.equinox.com.bd,66.235.200.145,37.751,-97.822,US
stockphoto.com.bd,185.208.207.65,51.1878,6.8607,DE
www.stockphoto.com.bd,185.208.207.65,51.1878,6.8607,DE
amberlifestyle.com.bd,202.4.96.119,23.7908,90.4109,BD
www.amberlifestyle.com.bd,202.4.96.119,23.7908,90.4109,BD
autodiscover.meghnabank.com.bd,180.210.132.42,23.7018,90.3742,BD
mail.meghnabank.com.bd,180.210.132.41,23.7018,90.3742,BD
meghnabank.com.bd,67.225.162.45,37.751,-97.822,US
tuv-sud.com.bd,193.30.192.26,48.1363,11.5357,DE
www.tuv-sud.com.bd,193.30.192.26,48.1363,11.5357,DE
agentbanking.aibl.com.bd,103.43.55.98,23.7018,90.3742,BD
autodiscover.teletalk.com.bd,103.230.107.245,23.7004,90.4287,BD
www.teletalk.com.bd,103.230.106.208,23.7004,90.4287,BD
telecash.southeastbank.com.bd,103.226.122.5,23.7018,90.3742,BD
www.citytouch.com.bd,103.29.105.155,23.7018,90.3742,BD
nccbank.com.bd,66.226.74.252,37.751,-97.822,US
freelancer.com.bd,35.169.175.248,39.0469,-77.4903,US
autodiscover.ucb.com.bd,103.117.142.25,23.7018,90.3742,BD
login.ucb.com.bd,103.117.143.162,23.7018,90.3742,BD
mail.ucb.com.bd,103.117.142.25,23.7018,90.3742,BD
www.impex.com.bd,172.106.3.53,32.8137,-96.8704,US
review.com.bd,172.96.187.89,40.7876,-74.06,US
ibank.dhakabank.com.bd,210.4.66.100,23.7908,90.4109,BD
pib.primebank.com.bd,103.118.0.33,23.7018,90.3742,BD
pet.com.bd,162.246.57.249,33.7485,-84.3871,US
www.pet.com.bd,162.246.57.249,33.7485,-84.3871,US
payment.dhakabank.com.bd,103.26.139.202,23.7018,90.3742,BD
jobs.robi.com.bd,202.134.12.133,23.7427,90.4248,BD
www.amarit.com.bd,38.46.221.191,40.5247,-111.8638,US
ibanking.ucb.com.bd,103.117.142.26,23.7018,90.3742,BD
my.tos.com.bd,103.133.201.30,23.7086,90.4017,BD
www.bcbl.com.bd,119.40.88.23,23.746,90.382,BD
www.payroll.com.bd,64.188.10.25,33.956,-118.3887,US
lamudi.com.bd,52.31.9.87,53.3379,-6.2591,IE
finis.com.bd,192.200.97.138,37.751,-97.822,US
tomatoweb.com.bd,43.245.118.2,23.7272,90.4093,BD
www.tomatoweb.com.bd,43.245.118.2,23.7272,90.4093,BD
localit.com.bd,84.247.131.154,51.1878,6.8607,DE
www.localit.com.bd,84.247.131.154,51.1878,6.8607,DE
starthealthystayhealthy.com.bd,199.83.128.102,37.751,-97.822,US
www.banglalink.com.bd,203.223.93.175,23.7018,90.3742,BD
autodiscover.bg.com.bd,203.202.241.123,23.7534,90.3722,BD
mail.bg.com.bd,119.148.46.4,23.7731,90.3657,BD
sslcommerz.com.bd,103.132.153.147,23.7018,90.3742,BD
